LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TARGET_DEFAULT
125360,1,1,3,30,-1,-1,-1,-1,-1,-1,1196,1357,-755,625,256,1232,0,495,1612,1814,5604,2329,0
16762,1,0,2,33,0,-1,-1,0,0,0,7916,29909,3747,17609,17349,10050,3037,3,4139,2478,3459,636,0
230751,2,1,1,38,1,0,-1,0,0,0,186533,343921,138005,241168,202274,268984,4997,764,5977,770,8330,15313,0
180386,1,2,2,41,0,0,0,0,0,0,21434,13745,8373,4998,7852,8603,3069,5199,4970,8348,2856,201,0
161523,1,3,2,34,1,2,4,0,2,0,76012,132249,97239,44041,89068,77653,3131,6606,2626,2040,3683,43244,0
51010,1,1,2,32,-2,-2,-2,-2,-2,-2,4497,210,-1010,6496,-2056,-919,1908,0,1333,78,36,0,1
46637,1,2,2,32,1,2,3,3,2,0,45331,65237,47343,19053,25803,43739,0,392,589,1371,1129,2083,0
48798,1,3,2,37,8,0,0,0,4,3,53214,71682,35943,55049,19881,38637,0,175,1204,1241,0,1968,0
357795,2,2,2,23,0,0,0,0,0,0,37155,11324,27979,38251,10751,30875,0,0,1148,1601,43,2338,0
47619,1,2,2,58,-2,-2,-2,-2,-2,-2,-2065,1045,703,-2104,-700,-318,0,0,1660,117,20521,296,0
142978,1,1,2,26,-2,-2,-2,-2,-2,-2,-548,3596,-2275,-2430,-4792,-447,0,0,0,468,0,436,0
261438,1,1,1,40,2,4,3,3,3,2,201231,369883,200868,163899,186969,150214,8316,3343,6028,3029,6347,20449,1
46676,1,2,2,27,1,4,3,3,3,3,113006,43696,20216,21531,50869,147395,3127,753,0,155,1334,2666,0
159342,1,1,3,42,4,0,0,-2,0,0,11533,4289,14565,10854,-949,16940,2594,1309,382,414,5663,224128,0
10000,1,3,2,26,0,-2,-2,-2,-2,-2,6683,11028,2772,9528,3625,3632,0,0,10084,180,103,13,1
191933,1,2,2,38,7,6,3,4,2,0,25552,50408,138121,68015,141965,112247,1584,4838,10355,77,3475,358,1
269577,2,1,2,34,-2,0,0,2,2,-1,32182,125622,26195,45176,73428,40263,1486,168,2444,384,2769,2594,0
49699,2,3,1,25,0,2,0,0,0,0,8178,13620,33261,17670,23984,38056,423,1200,617,336,36,1800,0
162694,2,3,1,26,-1,-1,-1,-1,-2,-2,-848,12192,-619,703,770,329,0,0,1596,1707,93,147,0
139787,2,1,2,48,4,0,2,3,0,0,106842,106903,170380,73368,36966,159857,1542,0,352,101,2253,165776,0
18353,2,2,2,52,1,2,0,-1,0,0,9375,65165,41809,8188,49376,68959,2020,661,3012,1057,835,1751,0
16034,1,2,2,36,-2,-2,-2,-2,-2,-2,4682,12922,1678,-2125,-1533,17165,0,5009,169,7687,2192,211,0
11151,2,2,2,52,0,0,0,0,0,0,42387,46266,38020,32785,70725,36459,3401,2584,181,1594,1775,2391,1
178717,2,3,2,38,0,0,0,0,0,0,91357,86908,28023,54653,40221,41922,4758,1317,2116,1559,1128,7170,0
48758,1,3,1,28,2,2,2,3,2,2,-635,21138,1746,15764,29727,624,0,0,0,254,1407,1032,1
16098,2,2,2,41,0,0,0,0,0,0,34121,74100,47162,6425,11584,18461,2461,3677,162,1961,1278,329,0
232390,2,1,1,42,0,0,0,0,0,0,159349,50035,133312,59512,96075,212360,2186,5478,5072,37361,2934,7038,0
162185,2,2,1,23,1,0,-2,0,-2,0,5778,9777,6948,-322,-1006,-514,218,1149,1593,223,244,0,0
12953,1,1,2,48,2,2,6,4,2,4,52208,50522,10424,22995,30421,18391,1729,0,0,0,0,173,1
192531,1,1,1,39,0,7,5,4,4,3,154002,229788,214195,192657,146755,165601,4060,2116,4200,10273,12204,807,1
159781,1,2,2,38,1,-1,-1,-1,-1,-1,7320,10016,-1691,4332,-278,-462,2642,942,1139,44232,6081,2213,0
476209,2,2,1,53,0,0,0,-1,0,0,-1171,-264,-637,11160,7779,740,2349,8084,9665,8987,9717,5092,0
138547,1,1,2,26,0,0,0,-2,0,0,157145,136083,61187,6083,838,239478,0,0,4208,546,4370,2420,0
211359,2,1,1,51,-2,-2,-2,-2,-2,-2,180,1070,-635,-1529,-1136,-1404,233,0,0,551,0,380,0
130074,2,1,2,31,-2,2,4,1,7,3,178662,3551,313719,262704,2853,351602,2383,7676,0,149,0,144,1
49567,2,3,1,50,2,2,7,7,7,4,15763,4124,2593,2548,1841,2641,94,0,0,0,1303,252,1
487712,1,1,1,40,-1,-1,-1,-1,-1,-1,4186,16160,12202,-624,10199,18159,10707,90078,908,2878,3916,2352,1
23163,1,3,2,34,2,7,3,5,4,3,48855,33523,33909,24655,18309,55311,0,0,258,219,116,291,1
178157,1,1,1,29,3,3,0,1,0,4,149447,47594,376244,101958,320259,442114,434,241,0,0,1686,2168,1
171516,1,1,2,27,-2,-2,-2,-2,-2,-2,6920,261,-1129,-1847,-1144,226,0,0,49,477,133,388,0
16396,2,3,1,38,1,1,0,2,2,2,34702,10028,-3245,14625,13987,722,2077,97,3620,0,272,4375,0
353950,1,1,2,38,-1,-1,-1,-1,-1,-1,-2016,2425,-1084,-1000,299,-583,468,0,32,1871,0,6177,0
335804,1,3,2,40,0,0,0,0,0,2,14038,38940,-2091,10170,4972,-70,1907,547,7541,2777,161,354,1
88966,2,3,1,33,0,0,0,0,0,0,61274,100618,64192,65200,24455,72628,2706,2629,874,2842,2490,187,0
164949,2,1,2,35,-2,-2,-2,-2,-2,-2,-767,-21,1699,-637,31,964,847,1432,0,619,10,103,0
48039,1,2,2,22,4,0,0,0,0,3,24570,206134,29113,175029,78440,11975,2412,797,0,0,708,453,0
40271,1,3,2,42,1,3,3,2,3,2,17320,53354,25612,17747,10284,42422,3346,0,0,373,680,87,0
341070,1,2,2,40,0,-1,0,0,0,0,8423,65952,19250,33596,7563,9587,8519,2808,6657,12032,1501,124,0
47767,1,3,1,44,1,1,0,0,0,2,12239,592,2958,1275,5405,-788,1878,0,128,1535,77,1849,0
386608,2,3,1,27,-1,0,0,0,5,2,289526,121662,123752,288301,168624,167140,2731,4340,467,4407,6995,12820,0
17464,1,1,2,24,2,2,2,2,2,0,3010,17740,29169,21426,3649,39804,0,812,313,102,1483,410,1
286485,1,2,1,39,-2,-2,-2,-2,-2,-2,105080,320167,282179,178432,232222,210664,974,8449,3767,512,10468,278,0
54842,2,1,1,29,0,0,0,0,0,0,20930,37318,66491,43214,18768,-153,1413,809,1255,1823,689,2311,0
343132,2,1,2,36,1,-2,-2,-2,-2,-2,-1847,648,-2343,-2614,-2650,-664,535,0,0,984,0,155,0
48417,2,2,1,52,0,0,0,-1,0,0,5293,11697,13824,10350,10096,24045,1215,1504,286,70,17165,6472,0
18119,1,3,1,28,0,-1,3,3,0,0,10510,19791,34742,33905,19777,22887,2833,799,1307,34515,452,2104,1
407067,2,1,2,27,-1,-1,-1,-1,-1,0,56194,9390,73212,20296,87276,23006,4542,1046,2663,8371,3918,6781,0
10000,1,3,2,37,1,2,2,6,2,4,4736,15851,815,14868,-596,19950,0,205,0,0,374,203,1
529542,1,3,1,39,0,-1,2,0,0,0,37012,16525,33008,10195,20493,27552,3638,1987,3096,884,852,1787,0
149288,1,1,2,39,-1,-1,-1,-1,-1,-1,8046,8095,-1008,123,-993,12922,2721,0,5980,52876,8126,15762,0
49124,1,3,2,29,0,0,0,0,0,0,68325,95969,91864,75162,84397,46261,4195,214,7142,2445,2981,2910,0
47667,1,3,2,25,1,4,3,3,2,3,30495,41880,20916,10103,15107,50826,0,721,0,215,1605,461,1
46761,1,2,2,36,2,0,0,0,0,0,45827,52180,45926,4130,20096,82655,1089,582,1436,1661,2965,4528,0
82217,2,3,2,28,0,0,0,0,0,0,138763,144865,374729,66051,263004,1859,3693,8135,1764,26526,0,15009,0
18743,1,2,2,38,0,0,0,0,0,0,17046,59916,8886,6443,-196,14447,6283,16000,7373,177,629,13031,0
175064,1,1,2,48,0,0,0,0,0,0,8455,9423,5021,9244,15780,19184,22077,0,6515,247,1348,245,0
10000,2,2,2,49,0,0,0,0,0,0,9378,14346,19819,7082,8407,16091,700,316,2740,318,70,600,0
113504,2,1,3,52,2,0,0,0,0,0,39346,50944,51954,50348,19600,43574,2121,533,6751,2139,3712,2154,0
51058,1,1,2,41,0,0,0,0,0,0,45861,16162,2863,2959,-733,13216,816,624,0,2294,3175,3316,0
48590,1,2,1,48,0,0,0,0,0,0,60633,59440,78806,58633,66981,32476,0,1073,1473,1114,1554,5262,0
386809,1,3,2,58,-1,-1,0,-2,-1,-1,6940,16423,20992,6155,3419,16460,1622,813,8745,2390,43701,12471,0
147102,2,1,2,51,1,4,3,-1,3,2,10313,12482,42810,7981,238,9489,504,0,0,0,132,621,1
173379,1,3,1,43,-2,-2,-2,-2,-2,-2,-1272,-417,-159,9323,872,-43,461,0,0,416,110,394,0
184122,2,3,2,47,0,0,0,0,0,0,46385,190201,41204,64257,193946,808,2250,5436,4281,925,8412,5652,0
45125,2,3,2,44,4,3,3,3,3,3,34235,78500,30539,92774,27692,35159,2759,0,0,0,1177,1577,1
47377,1,3,2,28,0,2,0,0,0,0,21425,64852,71036,34214,41977,45125,3087,0,1253,1465,529,3243,1
179082,1,2,2,52,-1,-1,-1,-1,-1,-1,7631,14017,-1340,23649,10639,22023,2317,1068,5648,7732,6216,2087,1
80904,1,1,2,34,-2,-2,-2,-2,-2,-2,415,-381,-2364,-932,-1050,2063,250,0,0,0,0,73,0
13090,2,1,2,42,6,2,3,3,3,2,160905,58909,6798,17373,29563,13421,0,0,0,0,9,1660,1
42929,1,1,1,36,2,-1,2,-1,5,-1,-288,13136,1106,6016,7062,15571,2079,0,1613,0,1308,238,0
455049,1,3,2,40,1,-2,-2,-2,-2,-2,-436,12605,467,5100,2662,-1024,0,1026,2363,303,7478,14114,0
28070,1,3,2,49,8,7,6,5,4,3,34498,63697,20747,59433,98567,19989,1001,0,0,0,1061,952,0
49181,1,3,2,41,1,1,4,2,2,6,43375,1680,13368,43751,15579,488,326,349,47,403,105,2450,0
196924,2,1,2,41,-1,-1,-1,-1,-1,-1,-2118,-684,-1150,-898,-1520,-54,0,0,1044,1857,300,3169,0
49609,1,1,2,38,0,2,0,0,0,0,15959,50245,1493,4507,23595,35235,1367,0,1311,1938,0,2764,1
162063,1,1,2,35,0,0,0,0,0,0,50298,100287,53727,65244,22536,54523,319,5548,632,1659,1629,386,0
10000,1,2,1,35,1,3,5,3,3,4,173635,12846,-19,261157,19332,371416,4280,0,317,492,253,181,1
223730,1,5,2,48,0,0,0,0,0,0,96386,14878,79946,25292,30216,17653,2055,3400,2929,1434,3443,5560,0
192012,1,3,2,38,1,-2,-2,-2,-2,-2,10872,10830,8533,1144,-5328,95,7583,0,690,433,98,1958,0
16884,1,3,2,50,-1,3,3,2,2,2,16156,21953,13120,10013,8824,10235,1620,0,1420,0,2629,866,0
203851,1,1,2,27,-2,-2,-2,-2,-2,-2,5517,17522,14763,535,-6239,-438,11943,0,2134,366,1862,4166,0
155399,2,1,1,34,0,-1,-2,0,-2,-2,-1418,669,-3283,-1070,-2041,-1639,167,660,0,0,0,0,0
10000,1,2,1,44,0,2,2,2,2,2,10975,16339,3904,7798,7753,300,0,2462,5775,4263,101,375,0
40925,1,3,1,22,2,2,7,7,7,7,2880,2588,-973,1980,1858,3094,0,41,0,116,0,0,1
188668,2,5,1,37,2,0,0,0,0,0,33283,79564,67633,65937,117790,38849,2369,576,286,2764,257,38462,1
205039,1,3,2,35,-2,-2,-2,0,0,-1,25165,2998,56669,71698,-477,44233,2074,9,894,707,1223,1991,0
80940,1,1,2,24,-1,-1,-1,-1,-1,-1,7227,9253,16,17867,16634,33010,298,38553,1348,2828,1089,3383,0
42721,1,3,1,40,3,2,2,3,2,5,4596,2939,-827,6552,458,1862,0,0,0,164,2707,590,1
16903,2,3,2,34,2,4,3,0,2,2,39590,35694,13557,3286,14496,28127,1911,296,0,3730,2508,2455,1
49474,1,3,2,55,-1,-1,-1,-1,-1,-1,-12,975,8,-1244,131,17889,0,45,0,987,1544,2708,0
333237,1,1,2,35,0,0,0,0,0,0,311520,251994,244293,144875,18059,162932,2865,8761,6657,11726,8153,32706,1
346691,1,1,2,29,0,0,0,0,0,0,13184,43471,15414,-375,150458,526,11573,4534,1000,21758,8422,9031,0
62466,1,1,2,25,0,0,0,0,0,0,74568,91361,127814,69447,49177,34025,3209,4326,3116,2433,4095,2027,0
274407,1,1,2,50,0,-1,0,0,0,0,25788,2095,8991,5208,-1668,1084,678,518,0,10981,0,456,0
52222,2,2,1,44,1,0,0,-2,-2,-2,3023,4614,8673,362,-555,979,975,0,614,362,0,503,0
480397,1,1,2,30,-2,-1,-2,-2,-1,-1,13971,14753,10868,8243,-1159,8928,0,8255,1159,5104,11042,452,0
65900,2,3,2,36,2,3,3,3,2,2,99344,150994,118938,65347,97695,107613,3068,442,2339,332,162,2308,1
104441,1,1,2,33,-1,-1,-1,-1,-1,-1,1089,3261,2803,7949,7971,13756,2471,0,633,1217,1641,3210,0
67693,1,1,2,55,0,0,0,0,0,0,50319,63792,33309,15192,37829,-839,2291,488,456,734,408,392,0
46797,2,2,3,51,2,-1,2,0,0,0,14741,8510,6210,2187,9470,10635,4343,569,927,3072,2131,1950,1
273679,1,1,2,39,-2,-2,-2,-2,-2,-2,199,962,-1452,5740,248,-801,51676,498,1241,136,0,95312,0
48880,1,3,2,31,1,-2,-2,-2,-2,-2,-1312,-601,-966,-697,-961,305,0,0,0,399,311,321,0
67983,2,3,2,50,0,6,3,4,3,2,183643,160033,229758,101314,181307,306340,3658,2736,31227,10799,24233,737,0
153723,1,3,2,51,0,0,5,5,4,3,54319,131789,118762,89353,129814,83857,0,0,1309,0,0,202,0
53680,1,3,2,51,0,0,0,0,0,0,52620,48400,49362,49303,19112,50932,2425,395,1275,1802,5716,1095,0
20221,2,2,1,48,3,2,3,3,6,-2,211,-407,2092,-2161,30,341,0,0,273,371,0,291,0
472344,1,1,2,23,-1,0,0,0,0,0,16414,16568,14202,21839,16299,22645,2447,8004,5636,2239,1242,7759,0
52054,1,3,2,69,1,2,3,0,2,0,38787,42513,36145,19560,12038,32819,241,0,319,139,1155,253,1
57512,1,3,2,43,0,0,0,0,0,0,35495,58461,33817,60604,66433,92105,1876,291,25,28,1111,177,0
43788,1,3,2,45,0,0,0,0,0,0,15368,13207,4947,7258,6155,1122,15363,900,3438,937,4077,2349,0
14268,1,2,1,47,1,2,4,2,2,2,12042,1453,1602,19292,14594,53038,0,0,0,0,1356,1560,0
155411,2,2,1,39,0,2,0,0,0,0,74236,44467,116102,63948,39226,946,4305,1230,2005,2153,1434,4324,0
19990,1,1,2,25,2,2,2,0,5,0,36133,1808,14628,12699,29481,47491,0,1197,960,1140,896,4257,1
42656,2,2,1,22,2,2,7,7,7,7,1919,4990,1795,4081,2841,4140,0,0,0,0,731,302,1
76707,1,3,1,46,0,0,0,0,0,0,1889,1097,1056,626,1681,-357,0,65,0,1556,140,3039,0
63869,1,3,2,26,2,2,7,7,7,7,663,2044,737,1218,2391,2832,28,0,0,86,0,124,0
43377,1,3,1,46,3,2,7,7,7,7,685,3244,2577,3377,2587,2023,0,0,0,0,237,532,1
45557,2,3,1,49,0,0,0,0,0,0,17388,47968,24019,41011,5506,31352,3168,742,109,1866,727,1038,0
48626,2,3,1,28,0,0,0,0,0,0,15742,46671,17463,26731,7306,19803,786,5494,3378,1761,1238,477,0
163618,1,2,1,33,-1,2,2,2,2,2,3682,2168,734,1638,764,-467,781,0,0,1819,2960,2038,1
207295,1,1,1,53,-2,-2,-2,-2,-2,-2,-1474,1004,-963,-554,-1258,-1487,0,829,195,8675,233,2360,0
401743,1,1,2,47,-2,-1,-1,-1,0,0,15675,13011,10881,10999,9777,18965,4135,12117,18255,11453,4146,6239,0
51764,2,1,2,33,-2,-2,-2,-2,-2,-2,529,5054,-767,-346,-1192,899,940,183,0,421,0,172,0
340400,2,3,2,37,-1,-1,-1,-1,-1,-1,-1935,-44,-1290,-1742,-1171,-712,0,0,0,1952,16,338,0
488431,2,3,2,38,2,-1,2,-2,-2,-2,370,-6,-963,-159,-318,-74,2728,301,0,248,1031,1822,1
139268,1,1,2,37,0,-1,0,-1,-1,-1,945,498,-1515,530,1540,2657,1913,602,1268,1474,0,1377,0
43054,1,2,2,47,0,-1,-1,-1,0,0,23813,11661,5380,5223,9761,10689,3198,8822,2901,6200,2935,5075,0
176142,2,3,2,39,3,2,2,2,-1,0,178240,138880,27903,93189,13812,213299,3921,833,8148,17951,85882,7020,1
85592,1,3,2,37,0,0,0,0,3,2,67486,96455,55526,61722,75965,133460,2999,0,1050,1800,624,5962,0
46694,1,2,2,52,2,2,2,2,2,2,14825,96451,50018,44272,109130,46489,1107,58,1237,2281,3122,2703,0
66074,1,3,2,26,0,0,0,0,0,0,11472,60384,9438,5044,8577,37784,57013,325,763,1737,3419,5987,0
93946,2,3,2,36,3,7,4,5,4,3,67757,65359,33037,46866,45376,42257,0,0,30,0,127,1567,0
22948,1,2,2,21,0,0,0,0,0,0,26300,17827,20945,9509,-653,1057,0,550,0,1413,959,444,1
111969,1,3,1,39,4,4,3,2,2,2,203484,148673,131198,81515,116176,140758,3496,40681,1693,162,104,2179,0
193138,2,1,2,27,0,0,-1,-2,-2,-2,19327,1680,11,268,275,599,1809,186,177,74,0,251,0
47199,1,1,1,47,0,0,-1,0,0,-1,40526,41026,12744,9485,14778,1738,2709,285,4969,3539,455,419,0
149951,2,1,1,40,0,3,2,2,0,0,290006,304310,187335,229401,109627,35712,4622,807,30627,86592,1652,38077,0
81495,2,3,2,26,1,4,3,0,0,0,37054,54049,41250,46354,52275,37133,1283,139,904,800,1081,1782,0
68018,2,3,2,35,0,0,0,0,0,0,38130,59948,45060,50963,23113,48627,1785,1181,1264,676,319,1659,0
78413,1,3,1,42,0,0,-1,0,0,0,15271,59870,18628,11143,10233,18229,3303,818,1625,586,3579,6187,0
43453,1,2,2,44,2,2,2,2,2,0,38975,14403,20445,4658,50518,55620,167,173,6913,1643,926,2058,1
150915,1,3,2,33,8,7,6,5,4,3,36256,49053,142675,15998,9725,203035,1850,361,122,178,1200,5344,0
21555,2,3,1,48,2,2,2,0,7,7,7559,1061,2011,1257,-567,730,30,235,0,222,120,531,1
271253,1,3,1,39,2,2,0,3,3,5,150767,44108,113273,2699,40803,25088,2551,0,970,1620,785,2779,0
58854,1,2,2,29,1,5,2,0,2,0,69545,96299,61455,77764,42475,64090,823,2202,2731,2443,1314,3682,0
478193,2,1,2,26,7,-1,-1,-1,-1,-1,7923,9956,9708,5879,4493,1411,6383,4083,6500,13200,0,3943,0
130869,2,3,1,47,3,2,7,7,7,6,1218,1804,1593,90,500,1634,0,0,0,0,0,217,0
46926,1,3,1,29,2,2,0,0,2,2,48498,147223,42455,41650,35435,37986,541,952,1983,712,0,2545,1
185590,1,1,1,33,5,0,2,0,2,2,33909,212372,228873,30008,189295,19987,2780,4096,65,127,3737,467,0
157813,1,4,1,29,0,-2,0,-2,0,0,6958,9275,-2260,1451,6609,1550,2307,7183,804,3755,8940,34930,0
193285,1,1,2,34,-2,0,0,0,-1,0,171512,58759,143005,6034,70921,37937,2698,1689,1647,4041,7277,2470,0
89951,2,1,2,28,1,1,4,3,2,2,35794,71733,69678,74035,38670,46849,1002,91,2797,51,2556,2243,1
41333,2,1,2,26,0,0,0,0,0,0,15143,13635,14890,14701,14195,22304,3180,97,3534,1405,1381,462,0
303016,2,3,1,43,1,2,0,0,0,0,9088,42319,1330,23752,23518,45389,2262,3511,686,1313,1477,1384,1
11915,1,3,1,50,3,2,3,0,0,4,10112,17519,3674,2600,-905,22038,0,0,0,58,16,414,0
47270,2,3,2,34,1,2,2,-2,-2,-2,-591,2568,-2417,-1723,-428,-533,122,0,0,1634,0,22,1
288377,1,3,1,40,-2,0,0,2,0,0,230748,205868,206767,157737,83334,145496,2114,7133,14147,12967,10779,9048,1
122492,1,2,2,39,0,-1,0,0,0,0,302536,132293,174179,1687,6335,22784,4079,8625,6613,0,9120,204,1
50202,1,3,2,33,2,2,7,7,7,4,97,3591,1283,1450,1624,2865,0,789,934,455,0,0,0
77549,1,3,2,51,8,7,6,4,4,3,179211,422976,163876,146663,98859,110347,0,0,0,0,45,694,1
79374,1,1,2,48,-2,-2,-2,-2,-2,-2,72216,36676,14464,74,804,907,0,793,668,418,315,1700,0
281536,1,1,1,32,-2,-1,0,4,5,0,171607,337257,261259,170298,199923,163201,20765,8852,11427,20796,9079,15343,0
22602,1,1,2,32,-1,-1,-1,-1,-1,-1,2149,8390,-250,9195,8151,6263,2152,0,1761,935,1212,521,0
65780,2,3,1,29,0,0,0,0,0,0,44214,73402,66575,35765,57960,81594,1636,2159,2196,1738,1009,2279,0
46677,1,3,2,23,4,2,4,3,3,2,19442,63839,44171,69555,34728,59027,0,0,1827,2060,220,1955,1
166909,1,1,2,27,0,0,0,0,0,0,38625,65287,10285,51768,26507,45738,3663,0,1645,1881,3588,7618,0
48201,1,3,2,29,4,4,3,3,2,0,49039,60865,57111,41396,35496,54001,731,0,0,523,964,1662,0
58017,2,2,2,34,0,0,0,0,0,0,31249,91401,90776,57337,61845,80128,2414,7101,2824,2178,3715,4661,0
24476,2,1,2,50,0,0,0,0,0,0,41551,16684,29373,4853,8351,21012,9748,257,5713,92,3577,1729,0
54041,1,2,1,41,-1,-1,-1,-1,-1,-1,357,1881,-949,265,-538,42,2622,0,0,372,9297,36813,0
45594,1,2,2,52,0,2,-1,0,0,-2,-1710,11728,-607,6256,173,678,2902,458,5198,1355,0,336,0
48330,1,2,3,23,0,0,0,0,0,0,10190,14451,18637,8941,9041,5796,308,250,608,302,1863,146,0
42984,2,2,2,36,0,2,0,0,0,0,39040,50112,86327,71331,30190,51178,2974,3674,7069,2587,916,2682,0
208970,1,1,2,34,-1,0,0,0,0,0,45906,67582,31577,18886,4783,17540,3445,0,0,6308,353,263,0
45615,2,3,2,37,0,0,0,0,0,0,28664,88283,44510,49415,12862,92102,3596,517,2845,2041,1406,1993,0
53395,2,1,2,28,0,0,-2,-2,0,-2,7984,6800,6331,6547,2589,14575,2294,5470,5475,14701,7,0,0
201175,1,2,2,34,1,-2,-2,-2,-2,-2,-1970,-752,1100,-1296,-1147,590,4566,0,0,1376,10842,375,0
46973,2,1,1,45,2,2,2,2,2,0,28830,13768,125107,14264,204073,37316,2384,504,733,1926,0,178,0
15665,2,3,1,43,8,7,6,5,4,3,162325,39941,567,8677,27897,25827,0,974,148,0,1138,285,0
212848,1,1,2,33,1,-2,-2,-2,0,-2,1934,3680,-1585,24,353,1075,4463,0,3470,9528,8346,165,0
42980,1,6,2,26,1,2,0,0,0,0,26083,61519,33221,10057,24908,43047,1166,578,153,651,1165,1694,0
49205,1,1,2,22,1,-1,-2,8,0,-1,9606,14213,1351,5087,6087,1173,5195,0,10556,1697,0,412,1
97140,2,3,2,43,3,0,0,-2,6,-1,-497,1303,-374,-636,834,2231,0,0,0,293,0,2334,0
224530,2,1,1,37,0,0,0,0,0,0,191092,235399,278852,171605,21490,127868,2666,6605,6482,150,1975,34980,0
482214,2,1,1,49,1,-2,-2,-2,-2,-1,1427,1018,1007,4198,-6,-190,0,549,1743,325,18823,3846,0
280439,2,2,1,39,1,0,0,0,0,0,104308,50482,67182,69862,54809,44452,646,752,3034,1857,4904,548,0
68970,2,3,1,25,2,2,2,2,0,6,14617,4336,2195,63219,201904,20829,0,348,1980,413,0,419,0
192298,1,3,2,35,7,3,4,2,2,2,135513,75314,88174,72236,95781,149701,2794,0,2256,222,4918,2740,1
170085,1,1,2,38,-2,-2,-2,-2,-2,-2,-1327,1960,-1333,-1551,-1354,-1796,832,0,0,384,0,312,0
44763,2,1,2,37,-2,-2,-2,-2,-2,-2,-1552,883,-1481,-1750,-1919,-359,0,0,0,268,0,157,0
191907,1,3,1,56,0,0,-1,0,0,0,135614,202917,113201,156258,236248,194601,2332,1822,950,30072,5438,2076,0
14172,1,3,2,40,8,7,6,5,4,3,25145,62586,20817,102263,3545,7269,879,0,0,130,0,2914,0
166617,2,3,2,23,3,2,7,7,7,7,2057,4177,-405,2254,3664,3497,0,0,0,104,232,0,1
203138,1,1,2,35,-1,-2,-2,-1,-2,-1,-592,1139,-367,841,-1335,1519,1164,0,0,1156,220,193,0
178952,2,4,2,39,1,0,3,1,0,-2,29874,55614,275690,185742,21169,156357,3339,7376,787,12215,11302,771,0
188058,1,2,1,28,1,2,-2,-2,8,-2,10196,145,-479,-948,2906,15523,0,102,0,1811,361,1850,1
40580,2,2,2,24,1,2,2,-2,7,6,1379,1138,-274,-1196,-1,1652,85,0,0,970,0,212,0
481301,1,0,2,39,0,0,0,0,0,0,174596,185036,113795,209895,133261,144899,10330,20140,7950,4918,9057,18354,0
49861,1,3,1,38,5,4,4,2,2,2,105032,57729,83754,84260,103514,36225,1511,1904,97,104,3141,1734,1
170658,2,1,2,31,-2,-2,-2,-2,-2,-2,-826,3177,1981,2200,551,16776,262,51856,82668,2211,10694,2852,0
281226,1,3,2,43,8,7,6,5,4,3,192225,228908,218806,246314,316563,201327,0,0,0,0,0,672,0
198135,2,3,2,42,2,5,5,4,7,3,32905,81507,32591,97227,84603,1495,178,428,534,260,976,1955,1
466215,1,1,2,39,0,0,0,0,0,0,98242,147392,110125,90700,66124,105251,10248,1205,1334,4102,3410,2424,0
97275,1,3,1,37,7,2,4,4,3,2,201491,220338,84573,147803,114862,139968,21221,0,2666,390,31825,39192,0
141061,2,2,1,39,0,2,2,2,0,2,255642,227502,185794,227777,294357,242223,6402,4529,7285,9058,9999,14408,1
46591,1,1,2,40,-2,-2,-2,-2,-2,-2,437,1541,1535,-162,-264,-688,357,20421,167,13289,0,430,0
11740,1,3,2,40,8,5,3,3,4,3,37755,61941,41970,11146,99702,-171,0,0,0,820,0,233,1
181367,1,3,1,44,-2,-2,0,0,-2,-2,7747,853,7486,7488,1564,1707,130,1144,1626,1634,1164,422,0
323856,2,1,2,41,1,3,2,2,2,2,10298,19777,3919,13285,7995,22006,2312,3713,3506,7083,9059,853,1
342231,1,4,2,46,1,-2,0,-1,0,-1,183820,175476,238526,249689,233924,337840,17717,1938,7018,26199,70604,624,0
176380,1,2,2,49,2,2,3,2,2,0,7552,38902,130462,181957,152521,50771,2519,0,856,5216,3762,394,0
13841,2,3,2,26,4,2,3,2,0,2,14574,33281,18226,10435,8132,396,0,0,368,0,0,423,0
52432,1,3,2,23,0,0,0,0,0,0,41160,67074,30775,39705,20572,17327,3112,1176,5467,2251,720,1781,0
50705,2,2,1,57,0,-1,-2,-1,-1,-1,1475,17235,-837,-1159,207,-61,2382,851,0,2073,10,568,1
171470,1,1,2,39,-1,-2,-2,-1,-1,-1,1163,-117,-1307,-1621,-280,1029,0,0,131,1382,7031,1643,0
10131,1,2,2,39,-1,3,2,2,2,2,5686,11222,5973,3725,9527,15820,9431,553,208,5640,1266,484,0
90948,1,1,2,50,0,0,0,0,0,0,70298,105515,93457,40377,64209,78168,3248,434,5326,1747,2432,2929,0
344477,1,3,1,39,0,0,0,0,0,0,35101,56704,45619,20624,-841,93912,62298,819,1303,2597,3009,6727,0
224949,2,1,2,26,0,-2,-1,0,0,0,401868,140069,194320,348098,252223,23915,3300,5099,6157,1698,93865,19612,0
151023,2,5,1,45,-2,3,0,4,5,0,219759,132741,435336,118535,133991,196678,0,5385,2653,15305,266,16550,0
178341,2,3,2,39,6,6,3,6,2,2,11704,14527,-1171,10415,48827,28776,5830,1247,1099,282,1253,473,1
